ticker,date,hist_volatility,rating,sector,region,hy_oas,ig_oas,risk_free,usd_index,cds_spread_bps,altman_z
AAPL,2018-03-31,,1,Technology,West,350.90625,389.953125,2.7585245901639346,107.99646,121.34691049570532,1.1
AAPL,2018-06-30,0.2625011375016017,1,Technology,West,346.45454545454544,429.9242424242424,2.920625,110.618409375,188.22194354252872,1.1
AAPL,2018-09-30,0.1920468877860252,1,Technology,West,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,178.9281008103546,1.1
AAPL,2018-12-31,0.3062216418594111,1,Technology,West,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,214.2837752623209,1.1
AAPL,2019-03-31,0.4167246003427067,1,Technology,West,424.03125,438.765625,2.652950819672131,114.5548779661017,221.5099278421567,1.1
AAPL,2019-06-30,0.2439231917464814,1,Technology,West,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,168.33894601798457,1.1
AAPL,2019-09-30,0.2640253574912337,1,Technology,West,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,153.70773371339075,1.1
AAPL,2019-12-31,0.2292973325089387,1,Technology,West,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,140.6461292371293,1.1
AAPL,2020-03-31,0.3168895815771262,1,Technology,West,514.4307692307692,334.83076923076925,1.365,117.75593064516129,162.29006261872777,1.1
AAPL,2020-06-30,0.6229450171802161,1,Technology,West,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,222.2945814921857,1.1
AAPL,2020-09-30,0.3476395447680049,1,Technology,West,536.9848484848485,240.65151515151516,0.650625,117.3474875,131.84379258404246,1.1
AAPL,2020-12-31,0.4264076844125758,1,Technology,West,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,141.9179175080602,1.1
AAPL,2021-03-31,0.322635185734565,1,Technology,West,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,120.92319706090954,1.1
AAPL,2021-06-30,0.2774467849781717,1,Technology,West,325.75,238.625,1.59078125,111.826015625,117.292046443996,1.1
AAPL,2021-09-30,0.197251871111897,1,Technology,West,320.34328358208955,223.40298507462688,1.32484375,113.304753125,94.37257946293262,1.1
AAPL,2021-12-31,0.2101709375043625,1,Technology,West,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,106.34849109086714,1.1
AAPL,2022-03-31,0.2836499640846801,1,Technology,West,355.90625,335.234375,1.9511290322580648,115.4901935483871,156.266243757835,1.1
AAPL,2022-06-30,0.35319424395525,1,Technology,West,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,220.96203582390137,1.1
AAPL,2022-09-30,0.3496842605689048,1,Technology,West,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,242.55218650520044,1.1
AAPL,2022-12-31,0.3767063837433975,1,Technology,West,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,278.38598104011135,1.1
AAPL,2023-03-31,0.3246384290974143,1,Technology,West,442.390625,558.140625,3.646290322580645,120.30960806451613,252.96210098322857,1.1
AAPL,2023-06-30,0.2077885018963821,1,Technology,West,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,231.35289261829936,1.1
AAPL,2023-09-30,0.1871049021341818,1,Technology,West,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,243.34257548779067,1.1
AAPL,2023-12-31,0.1989764788202851,1,Technology,West,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,248.84370653942065,1.1
ABT,2018-03-31,,3,Healthcare,Midwest,350.90625,389.953125,2.7585245901639346,107.99646,168.92527645361707,1.1
ABT,2018-06-30,0.2316851893596154,3,Healthcare,Midwest,346.45454545454544,429.9242424242424,2.920625,110.618409375,231.61649379927655,1.1
ABT,2018-09-30,0.1581902866268954,3,Healthcare,Midwest,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,223.811323234217,1.1
ABT,2018-12-31,0.2153219847940663,3,Healthcare,Midwest,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,246.72929769853008,1.1
ABT,2019-03-31,0.2962235282984155,3,Healthcare,Midwest,424.03125,438.765625,2.652950819672131,114.5548779661017,251.73207219534385,1.1
ABT,2019-06-30,0.1877058411142521,3,Healthcare,Midwest,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,210.72603211421136,1.1
ABT,2019-09-30,0.1902842025048327,3,Healthcare,Midwest,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,199.08600271648805,1.1
ABT,2019-12-31,0.2026096897845909,3,Healthcare,Midwest,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,183.7372997244259,1.1
ABT,2020-03-31,0.2410625790022295,3,Healthcare,Midwest,514.4307692307692,334.83076923076925,1.365,117.75593064516129,194.6860583932102,1.1
ABT,2020-06-30,0.5970541983951642,3,Healthcare,Midwest,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,264.23396135267376,1.1
ABT,2020-09-30,0.2953038802015482,3,Healthcare,Midwest,536.9848484848485,240.65151515151516,0.650625,117.3474875,173.27808332927808,1.1
ABT,2020-12-31,0.2756519754312471,3,Healthcare,Midwest,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,166.25249239433998,1.1
ABT,2021-03-31,0.2154155219040981,3,Healthcare,Midwest,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,148.85307966099927,1.1
ABT,2021-06-30,0.2349693677303821,3,Healthcare,Midwest,325.75,238.625,1.59078125,111.826015625,153.41112245665627,1.1
ABT,2021-09-30,0.2106086336408528,3,Healthcare,Midwest,320.34328358208955,223.40298507462688,1.32484375,113.304753125,142.52541092270337,1.1
ABT,2021-12-31,0.1766028062146355,3,Healthcare,Midwest,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,153.7888611699402,1.1
ABT,2022-03-31,0.2268900235792097,3,Healthcare,Midwest,355.90625,335.234375,1.9511290322580648,115.4901935483871,198.0393747376185,1.1
ABT,2022-06-30,0.2830735795587242,3,Healthcare,Midwest,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,260.6957025534559,1.1
ABT,2022-09-30,0.2583363900515271,3,Healthcare,Midwest,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,270.03402544517047,1.1
ABT,2022-12-31,0.2775733233500497,3,Healthcare,Midwest,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,309.7336544053456,1.1
ABT,2023-03-31,0.2160126242744793,3,Healthcare,Midwest,442.390625,558.140625,3.646290322580645,120.30960806451613,282.01886673877135,1.1
ABT,2023-06-30,0.2255183261843026,3,Healthcare,Midwest,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,286.76567819346747,1.1
ABT,2023-09-30,0.1835736135096774,3,Healthcare,Midwest,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,295.35212629063227,1.1
ABT,2023-12-31,0.2024486772392469,3,Healthcare,Midwest,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,300.79684023581405,1.1
BA,2018-03-31,,4,Industrials,South,350.90625,389.953125,2.7585245901639346,107.99646,257.4988202054902,1.1
BA,2018-06-30,0.3237083557374557,4,Industrials,South,346.45454545454544,429.9242424242424,2.920625,110.618409375,332.3601271842815,1.1
BA,2018-09-30,0.2267603452866709,4,Industrials,South,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,317.74579710293983,1.1
BA,2018-12-31,0.2894287622554183,4,Industrials,South,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,345.8568886499029,1.1
BA,2019-03-31,0.3778010388493119,4,Industrials,South,424.03125,438.765625,2.652950819672131,114.5548779661017,332.077761899248,1.1
BA,2019-06-30,0.2960798258452101,4,Industrials,South,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,307.264044568935,1.1
BA,2019-09-30,0.2822726450353606,4,Industrials,South,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,282.6882052572046,1.1
BA,2019-12-31,0.2822079537526915,4,Industrials,South,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,275.4745172535561,1.1
BA,2020-03-31,0.4586884562861705,4,Industrials,South,514.4307692307692,334.83076923076925,1.365,117.75593064516129,318.0286333377656,1.1
BA,2020-06-30,1.3368775569540277,4,Industrials,South,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,510.4561787478864,1.1
BA,2020-09-30,0.764615827524132,4,Industrials,South,536.9848484848485,240.65151515151516,0.650625,117.3474875,335.87179285477737,1.1
BA,2020-12-31,0.5092607484892404,4,Industrials,South,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,296.8506522049566,1.1
BA,2021-03-31,0.4501259634121383,4,Industrials,South,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,260.18656595183904,1.1
BA,2021-06-30,0.3772031950009619,4,Industrials,South,325.75,238.625,1.59078125,111.826015625,262.67574271232894,1.1
BA,2021-09-30,0.3082741354947784,4,Industrials,South,320.34328358208955,223.40298507462688,1.32484375,113.304753125,247.5784505538145,1.1
BA,2021-12-31,0.3152688658675899,4,Industrials,South,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,264.0269621000216,1.1
BA,2022-03-31,0.4133190947655097,4,Industrials,South,355.90625,335.234375,1.9511290322580648,115.4901935483871,318.58534411911336,1.1
BA,2022-06-30,0.4908556358075373,4,Industrials,South,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,387.2611067732728,1.1
BA,2022-09-30,0.5186248016709414,4,Industrials,South,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,401.9383936704541,1.1
BA,2022-12-31,0.4503210411078036,4,Industrials,South,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,418.7302463965962,1.1
BA,2023-03-31,0.3315121914785217,4,Industrials,South,442.390625,558.140625,3.646290322580645,120.30960806451613,392.79525675577304,1.1
BA,2023-06-30,0.2800464412226465,4,Industrials,South,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,374.78507441797353,1.1
BA,2023-09-30,0.2736233066651245,4,Industrials,South,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,376.9326180835264,1.1
BA,2023-12-31,0.2549871006108607,4,Industrials,South,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,379.35170902158495,1.1
BAC,2018-03-31,,2,Financials,Southeast,350.90625,389.953125,2.7585245901639346,107.99646,163.77456451359612,1.1
BAC,2018-06-30,0.2681010921710484,2,Financials,Southeast,346.45454545454544,429.9242424242424,2.920625,110.618409375,236.7831011896357,1.1
BAC,2018-09-30,0.2029583109095142,2,Financials,Southeast,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,225.55166576665405,1.1
BAC,2018-12-31,0.2201121134737728,2,Financials,Southeast,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,242.59035677528644,1.1
BAC,2019-03-31,0.3000588897240336,2,Financials,Southeast,424.03125,438.765625,2.652950819672131,114.5548779661017,244.492621593599,1.1
BAC,2019-06-30,0.2294731553243145,2,Financials,Southeast,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,212.3920494003701,1.1
BAC,2019-09-30,0.2459872383766449,2,Financials,Southeast,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,196.4481183521939,1.1
BAC,2019-12-31,0.2284856915136213,2,Financials,Southeast,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,185.1208604535495,1.1
BAC,2020-03-31,0.320494161231814,2,Financials,Southeast,514.4307692307692,334.83076923076925,1.365,117.75593064516129,209.12740050880828,1.1
BAC,2020-06-30,0.8789348380223756,2,Financials,Southeast,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,317.92757611514594,1.1
BAC,2020-09-30,0.4753899189625844,2,Financials,Southeast,536.9848484848485,240.65151515151516,0.650625,117.3474875,200.4672606213668,1.1
BAC,2020-12-31,0.3617707840759165,2,Financials,Southeast,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,172.14101617261764,1.1
