ticker,date,hist_volatility,rating,sector,region,hy_oas,ig_oas,risk_free,usd_index,cds_spread_bps,altman_z
BAC,2021-03-31,0.3422149109448926,2,Financials,Southeast,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,166.8898901164879,1.1
BAC,2021-06-30,0.2464366375383724,2,Financials,Southeast,325.75,238.625,1.59078125,111.826015625,155.9060614615599,1.1
BAC,2021-09-30,0.2447034870493274,2,Financials,Southeast,320.34328358208955,223.40298507462688,1.32484375,113.304753125,147.1753258232297,1.1
BAC,2021-12-31,0.2446582331218575,2,Financials,Southeast,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,159.3070870547725,1.1
BAC,2022-03-31,0.2895977014830241,2,Financials,Southeast,355.90625,335.234375,1.9511290322580648,115.4901935483871,203.167082277979,1.1
BAC,2022-06-30,0.3432086445499365,2,Financials,Southeast,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,266.1872498863053,1.1
BAC,2022-09-30,0.3153880576989528,2,Financials,Southeast,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,281.235729831176,1.1
BAC,2022-12-31,0.3316023904839627,2,Financials,Southeast,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,314.1887283185853,1.1
BAC,2023-03-31,0.2541355507055444,2,Financials,Southeast,442.390625,558.140625,3.646290322580645,120.30960806451613,283.0674441922029,1.1
BAC,2023-06-30,0.3113316609328596,2,Financials,Southeast,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,297.68731617270424,1.1
BAC,2023-09-30,0.237898328066951,2,Financials,Southeast,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,292.98460842643635,1.1
BAC,2023-12-31,0.248717771746392,2,Financials,Southeast,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,300.50433056930916,1.1
C,2018-03-31,,3,Financials,Northeast,350.90625,389.953125,2.7585245901639346,107.99646,189.63229186069887,1.1
C,2018-06-30,0.2434893706258515,3,Financials,Northeast,346.45454545454544,429.9242424242424,2.920625,110.618409375,255.88078632238015,1.1
C,2018-09-30,0.2025615913377146,3,Financials,Northeast,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,257.04941637399725,1.1
C,2018-12-31,0.2281561158107245,3,Financials,Northeast,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,268.19569292718586,1.1
C,2019-03-31,0.3006027173757007,3,Financials,Northeast,424.03125,438.765625,2.652950819672131,114.5548779661017,273.81161321575104,1.1
C,2019-06-30,0.2396962185891876,3,Financials,Northeast,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,250.29246262413372,1.1
C,2019-09-30,0.261204145104505,3,Financials,Northeast,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,226.28001569114943,1.1
C,2019-12-31,0.2515102867906783,3,Financials,Northeast,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,224.00828593293153,1.1
C,2020-03-31,0.3639637603268632,3,Financials,Northeast,514.4307692307692,334.83076923076925,1.365,117.75593064516129,242.24369489363292,1.1
C,2020-06-30,1.029847154472623,3,Financials,Northeast,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,378.71256138599074,1.1
C,2020-09-30,0.5765292867181735,3,Financials,Northeast,536.9848484848485,240.65151515151516,0.650625,117.3474875,247.00635754066997,1.1
C,2020-12-31,0.381144924004462,3,Financials,Northeast,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,205.30465633959997,1.1
C,2021-03-31,0.376471105837285,3,Financials,Northeast,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,210.64462330417555,1.1
C,2021-06-30,0.2557570742421261,3,Financials,Northeast,325.75,238.625,1.59078125,111.826015625,178.31027681710194,1.1
C,2021-09-30,0.2393045515817909,3,Financials,Northeast,320.34328358208955,223.40298507462688,1.32484375,113.304753125,179.30733783522905,1.1
C,2021-12-31,0.22160832577767,3,Financials,Northeast,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,185.80825059218347,1.1
C,2022-03-31,0.2487632661214923,3,Financials,Northeast,355.90625,335.234375,1.9511290322580648,115.4901935483871,220.99448343695383,1.1
C,2022-06-30,0.3143824307506101,3,Financials,Northeast,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,282.4092546029036,1.1
C,2022-09-30,0.3938753664111313,3,Financials,Northeast,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,325.6824889491036,1.1
C,2022-12-31,0.3197218667018891,3,Financials,Northeast,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,339.50742372148693,1.1
C,2023-03-31,0.2684637067520358,3,Financials,Northeast,442.390625,558.140625,3.646290322580645,120.30960806451613,318.0658371649098,1.1
C,2023-06-30,0.3216133696519278,3,Financials,Northeast,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,330.0398719212058,1.1
C,2023-09-30,0.217123793282911,3,Financials,Northeast,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,330.5678427894681,1.1
C,2023-12-31,0.2136159543236503,3,Financials,Northeast,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,325.8081300067057,1.1
CAT,2018-03-31,,3,Industrials,Midwest,350.90625,389.953125,2.7585245901639346,107.99646,186.06846203541505,1.1
CAT,2018-06-30,0.3235117183658462,3,Industrials,Midwest,346.45454545454544,429.9242424242424,2.920625,110.618409375,272.5325636906565,1.1
CAT,2018-09-30,0.2578597988911264,3,Industrials,Midwest,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,262.24612567947156,1.1
CAT,2018-12-31,0.3428511838753397,3,Industrials,Midwest,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,297.00510636699124,1.1
CAT,2019-03-31,0.4071739216908195,3,Industrials,Midwest,424.03125,438.765625,2.652950819672131,114.5548779661017,295.9495683185539,1.1
CAT,2019-06-30,0.2631145266506572,3,Industrials,Midwest,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,245.45280949097216,1.1
CAT,2019-09-30,0.2461684786282628,3,Industrials,Midwest,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,227.00680333484976,1.1
CAT,2019-12-31,0.2681811546016467,3,Industrials,Midwest,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,213.09632210573352,1.1
CAT,2020-03-31,0.2988688687633581,3,Industrials,Midwest,514.4307692307692,334.83076923076925,1.365,117.75593064516129,225.63527408778052,1.1
CAT,2020-06-30,0.6583096622430251,3,Industrials,Midwest,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,295.9435986990893,1.1
CAT,2020-09-30,0.3721959271100112,3,Industrials,Midwest,536.9848484848485,240.65151515151516,0.650625,117.3474875,203.82870442746065,1.1
CAT,2020-12-31,0.3238713733845559,3,Industrials,Midwest,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,183.8692114716712,1.1
CAT,2021-03-31,0.29624886440449,3,Industrials,Midwest,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,188.6154205025302,1.1
CAT,2021-06-30,0.2536738783796066,3,Industrials,Midwest,325.75,238.625,1.59078125,111.826015625,180.1181067298472,1.1
CAT,2021-09-30,0.2327440796975957,3,Industrials,Midwest,320.34328358208955,223.40298507462688,1.32484375,113.304753125,163.85013975575714,1.1
CAT,2021-12-31,0.2555105607620582,3,Industrials,Midwest,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,181.57278710807,1.1
CAT,2022-03-31,0.2809311541673659,3,Industrials,Midwest,355.90625,335.234375,1.9511290322580648,115.4901935483871,226.78484730123412,1.1
CAT,2022-06-30,0.3195972347250738,3,Industrials,Midwest,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,289.41630062475394,1.1
CAT,2022-09-30,0.3727148588001112,3,Industrials,Midwest,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,325.68847406999356,1.1
CAT,2022-12-31,0.3488365070945168,3,Industrials,Midwest,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,356.8584566403539,1.1
CAT,2023-03-31,0.2620531341456771,3,Industrials,Midwest,442.390625,558.140625,3.646290322580645,120.30960806451613,312.6560421088602,1.1
CAT,2023-06-30,0.3034425050917586,3,Industrials,Midwest,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,316.5510257345064,1.1
CAT,2023-09-30,0.2830760824358997,3,Industrials,Midwest,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,320.83593979421516,1.1
CAT,2023-12-31,0.2733925367774999,3,Industrials,Midwest,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,335.19736852859654,1.1
CCL,2018-03-31,,5,Consumer,Southeast,350.90625,389.953125,2.7585245901639346,107.99646,247.2432444650487,1.1
CCL,2018-06-30,0.2112879220471011,5,Consumer,Southeast,346.45454545454544,429.9242424242424,2.920625,110.618409375,296.18085450866806,1.1
CCL,2018-09-30,0.2445329118005604,5,Consumer,Southeast,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,298.3471292126875,1.1
CCL,2018-12-31,0.2422840043164681,5,Consumer,Southeast,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,338.8338542383358,1.1
CCL,2019-03-31,0.350061426917415,5,Consumer,Southeast,424.03125,438.765625,2.652950819672131,114.5548779661017,395.9058675531262,1.1
CCL,2019-06-30,0.2697186720186311,5,Consumer,Southeast,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,348.55393000680965,1.1
CCL,2019-09-30,0.2722837844874309,5,Consumer,Southeast,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,345.0227395328942,1.1
CCL,2019-12-31,0.2999856731567418,5,Consumer,Southeast,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,324.85233672189634,1.1
CCL,2020-03-31,0.5627868883257151,5,Consumer,Southeast,514.4307692307692,334.83076923076925,1.365,117.75593064516129,422.2598643191501,1.1
CCL,2020-06-30,1.815750342370893,5,Consumer,Southeast,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,799.7029251570897,1.1
CCL,2020-09-30,1.0191183140946365,5,Consumer,Southeast,536.9848484848485,240.65151515151516,0.650625,117.3474875,561.111357923021,1.1
CCL,2020-12-31,0.881056837764952,5,Consumer,Southeast,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,533.2448157989979,1.1
CCL,2021-03-31,0.7414931418210965,5,Consumer,Southeast,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,422.0090853375196,1.1
CCL,2021-06-30,0.5178990236454115,5,Consumer,Southeast,325.75,238.625,1.59078125,111.826015625,378.4681697759988,1.1
CCL,2021-09-30,0.4943636185780986,5,Consumer,Southeast,320.34328358208955,223.40298507462688,1.32484375,113.304753125,337.86014409938747,1.1
CCL,2021-12-31,0.469687664282075,5,Consumer,Southeast,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,318.1144894583706,1.1
CCL,2022-03-31,0.5981516715768675,5,Consumer,Southeast,355.90625,335.234375,1.9511290322580648,115.4901935483871,365.9648438413683,1.1
CCL,2022-06-30,0.6668021108904386,5,Consumer,Southeast,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,424.47689679402527,1.1
CCL,2022-09-30,0.8828548113966838,5,Consumer,Southeast,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,560.8233111515561,1.1
CCL,2022-12-31,0.9164635011310226,5,Consumer,Southeast,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,492.3397924577321,1.1
CCL,2023-03-31,0.5900795121217329,5,Consumer,Southeast,442.390625,558.140625,3.646290322580645,120.30960806451613,447.9933730880407,1.1
CCL,2023-06-30,0.500238364829047,5,Consumer,Southeast,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,395.6759503305061,1.1
CCL,2023-09-30,0.5346529904680383,5,Consumer,Southeast,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,413.25995479411193,1.1
CCL,2023-12-31,0.4253649148835033,5,Consumer,Southeast,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,382.59588461747194,1.1
COP,2018-03-31,,3,Energy,South,350.90625,389.953125,2.7585245901639346,107.99646,210.22938809124116,1.1
COP,2018-06-30,0.2767337430381524,3,Energy,South,346.45454545454544,429.9242424242424,2.920625,110.618409375,282.12078545187734,1.1
COP,2018-09-30,0.2673087751176243,3,Energy,South,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,279.9369559036456,1.1
COP,2018-12-31,0.2972401952537075,3,Energy,South,407.0615384615385,467.2769230769231,3.0411475409836064,115.69988360655738,303.4999548486247,1.1
COP,2019-03-31,0.3342880000684259,3,Energy,South,424.03125,438.765625,2.652950819672131,114.5548779661017,295.17992930804945,1.1
COP,2019-06-30,0.2337612418335515,3,Energy,South,402.18461538461537,390.2923076923077,2.338888888888889,115.429475,251.9862637775506,1.1
COP,2019-09-30,0.2847471617576896,3,Energy,South,408.23880597014926,339.3731343283582,1.79796875,116.4749046875,241.56458572614704,1.1
COP,2019-12-31,0.3312053575727882,3,Energy,South,396.10769230769233,325.4153846153846,1.7919354838709676,116.41376721311477,252.23564736577768,1.1
COP,2020-03-31,0.4290133017635266,3,Energy,South,514.4307692307692,334.83076923076925,1.365,117.75593064516129,282.3146060757831,1.1
COP,2020-06-30,1.0889300713371417,3,Energy,South,714.8923076923077,334.32307692307694,0.6876190476190476,121.8336421875,407.2832047818116,1.1
COP,2020-09-30,0.5138183494199181,3,Energy,South,536.9848484848485,240.65151515151516,0.650625,117.3474875,253.45481197926225,1.1
COP,2020-12-31,0.5060169705184417,3,Energy,South,454.8636363636364,226.75757575757575,0.864516129032258,113.91718,248.27838987681085,1.1
COP,2021-03-31,0.5033763872891147,3,Energy,South,361.5846153846154,228.2923076923077,1.3359016393442622,112.36396166666668,253.2610088949388,1.1
COP,2021-06-30,0.3801088095625581,3,Energy,South,325.75,238.625,1.59078125,111.826015625,227.52479791905813,1.1
COP,2021-09-30,0.3356970969410269,3,Energy,South,320.34328358208955,223.40298507462688,1.32484375,113.304753125,209.52816271005423,1.1
COP,2021-12-31,0.3167919684600813,3,Energy,South,321.43939393939394,250.86363636363637,1.5333870967741934,114.96657213114754,224.01403404575825,1.1
COP,2022-03-31,0.3358668692808123,3,Energy,South,355.90625,335.234375,1.9511290322580648,115.4901935483871,258.3251547607782,1.1
COP,2022-06-30,0.4167324686254959,3,Energy,South,434.7230769230769,466.18461538461537,2.9325806451612904,118.96356507936508,332.1919686405261,1.1
COP,2022-09-30,0.5011587970125067,3,Energy,South,493.14925373134326,516.4029850746268,3.10109375,123.5284203125,362.6724787310173,1.1
COP,2022-12-31,0.4271907854285609,3,Energy,South,474.89230769230767,595.2615384615384,3.82672131147541,124.81290819672132,372.6653211180692,1.1
COP,2023-03-31,0.3588813096520822,3,Energy,South,442.390625,558.140625,3.646290322580645,120.30960806451613,343.4653477740373,1.1
COP,2023-06-30,0.3514666697109854,3,Energy,South,451.7076923076923,564.0307692307692,3.5957142857142856,119.39654761904762,358.8300957092148,1.1
COP,2023-09-30,0.2381684640507206,3,Energy,South,390.9242424242424,598.6363636363636,4.14968253968254,119.85063333333332,350.3618337244494,1.1
COP,2023-12-31,0.2549376520903471,3,Energy,South,397.8,610.5846153846154,4.4470967741935485,121.54992295081966,349.3596843481591,1.1
CVX,2018-03-31,,2,Energy,West,350.90625,389.953125,2.7585245901639346,107.99646,180.06160042927362,1.1
CVX,2018-06-30,0.2374119429102131,2,Energy,West,346.45454545454544,429.9242424242424,2.920625,110.618409375,247.95955185312084,1.1
CVX,2018-09-30,0.1999253000238115,2,Energy,West,346.3030303030303,436.54545454545456,2.9238095238095236,113.64876666666666,236.94633218603977,1.1
