ticker,date,cds_spread_bps
CAT,2019-09-30,227.00680333484976
CAT,2019-12-31,213.09632210573352
CAT,2020-03-31,225.63527408778052
CAT,2020-06-30,295.9435986990893
CAT,2020-09-30,203.82870442746065
CAT,2020-12-31,183.8692114716712
CAT,2021-03-31,188.6154205025302
CAT,2021-06-30,180.1181067298472
CAT,2021-09-30,163.85013975575714
CAT,2021-12-31,181.57278710807
CAT,2022-03-31,226.78484730123412
CCL,2018-03-31,247.2432444650487
CCL,2018-06-30,296.18085450866806
CCL,2018-09-30,298.3471292126875
CCL,2018-12-31,338.8338542383358
CCL,2019-03-31,395.9058675531262
CCL,2019-06-30,348.55393000680965
CCL,2019-09-30,345.0227395328942
CCL,2019-12-31,324.85233672189634
CCL,2020-03-31,422.2598643191501
CCL,2020-06-30,799.7029251570897
CCL,2020-09-30,561.111357923021
CCL,2020-12-31,533.2448157989979
CCL,2021-03-31,422.0090853375196
CCL,2021-06-30,378.4681697759988
CCL,2021-09-30,337.86014409938747
CCL,2021-12-31,318.1144894583706
CCL,2022-03-31,365.9648438413683
COP,2018-03-31,210.22938809124116
COP,2018-06-30,282.12078545187734
COP,2018-09-30,279.9369559036456
COP,2018-12-31,303.4999548486247
COP,2019-03-31,295.17992930804945
COP,2019-06-30,251.9862637775506
COP,2019-09-30,241.56458572614704
COP,2019-12-31,252.23564736577768
COP,2020-03-31,282.3146060757831
COP,2020-06-30,407.2832047818116
COP,2020-09-30,253.45481197926225
COP,2020-12-31,248.27838987681085
COP,2021-03-31,253.2610088949388
COP,2021-06-30,227.52479791905813
COP,2021-09-30,209.52816271005423
COP,2021-12-31,224.01403404575825
COP,2022-03-31,258.3251547607782
CVX,2018-03-31,180.06160042927362
CVX,2018-06-30,247.95955185312084
CVX,2018-09-30,236.94633218603977
CVX,2018-12-31,254.6667184517376
CVX,2019-03-31,254.0792927577147
CVX,2019-06-30,218.3255562021982
CVX,2019-09-30,195.84347305486648
CVX,2019-12-31,194.19183152963504
CVX,2020-03-31,225.3291121903272
CVX,2020-06-30,356.77012382195494
CVX,2020-09-30,202.97469629466235
CVX,2020-12-31,192.01043090780664
CVX,2021-03-31,184.5705328817232
CVX,2021-06-30,172.5022247831004
CVX,2021-09-30,161.75285719620507
CVX,2021-12-31,165.50099811363296
CVX,2022-03-31,204.1027035944734
DAL,2018-03-31,282.5069107888879
DAL,2018-06-30,353.0619157349884
DAL,2018-09-30,309.0265028454491
DAL,2018-12-31,337.5028438477066
DAL,2019-03-31,371.57166742034127
DAL,2019-06-30,347.4568661276101
DAL,2019-09-30,345.86685617470044
DAL,2019-12-31,310.1509040913321
DAL,2020-03-31,430.9174910101177
DAL,2020-06-30,695.3770306318097
DAL,2020-09-30,571.5004625369887
DAL,2020-12-31,469.9656378078032
DAL,2021-03-31,343.67556494025223
DAL,2021-06-30,320.5186202731984
DAL,2021-09-30,286.7649641741924
DAL,2021-12-31,319.8249718065251
DAL,2022-03-31,372.880846432908
DIS,2018-03-31,181.77231826479556
DIS,2018-06-30,242.63255948357653
DIS,2018-09-30,227.91555578175172
DIS,2018-12-31,250.04283337832376
DIS,2019-03-31,261.55344338935026
DIS,2019-06-30,230.83239528932208
DIS,2019-09-30,203.38313695861933
DIS,2019-12-31,212.78668352648748
DIS,2020-03-31,239.96046396726004
DIS,2020-06-30,297.00091873875033
DIS,2020-09-30,196.5490632501998
DIS,2020-12-31,189.22476893139415
DIS,2021-03-31,208.87274649970544
DIS,2021-06-30,169.78292272857317
DIS,2021-09-30,157.98763659343393
DIS,2021-12-31,183.8157718456025
DIS,2022-03-31,223.96050831496837
F,2018-03-31,276.0155879050111
F,2018-06-30,332.8329439155554
F,2018-09-30,305.3945205002951
F,2018-12-31,361.56961082110246
F,2019-03-31,374.4460385297246
F,2019-06-30,348.72051799942477
F,2019-09-30,329.8328787837918
F,2019-12-31,346.0645515791913
F,2020-03-31,411.6464410422853
F,2020-06-30,658.562073655247
F,2020-09-30,493.45985060146586
F,2020-12-31,395.9407578636124
F,2021-03-31,333.0051572232991
F,2021-06-30,314.9801746507304
F,2021-09-30,353.98339191287084
F,2021-12-31,333.0330728684599
F,2022-03-31,384.708641618677
GM,2018-03-31,258.90849043800034
GM,2018-06-30,322.8476418528032
GM,2018-09-30,318.095303021041
GM,2018-12-31,360.2386652347529
GM,2019-03-31,400.5700758179392
GM,2019-06-30,276.71639182816597
GM,2019-09-30,335.8185542288488
GM,2019-12-31,345.54215833834184
GM,2020-03-31,424.55807895656216
GM,2020-06-30,623.4443318773347
GM,2020-09-30,420.1262165410516
GM,2020-12-31,407.9513395232277
GM,2021-03-31,395.09080995630546
GM,2021-06-30,295.20347119739864
GM,2021-09-30,337.37162109752796
GM,2021-12-31,312.19156176686687
GM,2022-03-31,354.0399159981883
GOOGL,2018-03-31,123.07397143140136
GOOGL,2018-06-30,196.7586688778282
GOOGL,2018-09-30,182.64760948403224
GOOGL,2018-12-31,207.55979102476064
GOOGL,2019-03-31,203.92127713794707
GOOGL,2019-06-30,167.93042526613945
GOOGL,2019-09-30,158.7618391814513
GOOGL,2019-12-31,134.07037784080157
GOOGL,2020-03-31,150.76151578754786
GOOGL,2020-06-30,209.90525327122003
GOOGL,2020-09-30,120.19528580542789
GOOGL,2020-12-31,118.02517239468456
GOOGL,2021-03-31,117.1288491141728
GOOGL,2021-06-30,114.1581661895215
GOOGL,2021-09-30,88.0570110673069
GOOGL,2021-12-31,110.41090060131182
GOOGL,2022-03-31,156.64385460604151
GS,2018-03-31,192.7597766684964
GS,2018-06-30,264.1480757588933
GS,2018-09-30,253.20762793320557
GS,2018-12-31,280.5673682814343
GS,2019-03-31,273.23426021065586
GS,2019-06-30,243.66378030386105
GS,2019-09-30,223.72018136261232
GS,2019-12-31,216.0940803273905
GS,2020-03-31,244.7590089288416
GS,2020-06-30,321.92931154930176
GS,2020-09-30,221.45772457715705
GS,2020-12-31,190.40208243104027
GS,2021-03-31,183.92366776940855
GS,2021-06-30,191.09132783096177
GS,2021-09-30,179.84530604115935
GS,2021-12-31,192.27475578573555
GS,2022-03-31,230.33889164864564
HON,2018-03-31,190.24914184422863
HON,2018-06-30,248.07884579410157
HON,2018-09-30,246.2442782049401
HON,2018-12-31,252.9737891555193
HON,2019-03-31,252.3639004082092
HON,2019-06-30,227.5424933375461
HON,2019-09-30,204.80419627288
HON,2019-12-31,201.2139941601763
HON,2020-03-31,222.4432864615887
HON,2020-06-30,310.5368133944375
HON,2020-09-30,202.7237829895512
HON,2020-12-31,189.28114065607724
HON,2021-03-31,176.63200033770207
HON,2021-06-30,173.90343905328774
HON,2021-09-30,167.04421958826612
HON,2021-12-31,179.43657128587353
HON,2022-03-31,215.43977963736128
IBM,2018-03-31,158.2951159018295
IBM,2018-06-30,229.3429458748678
IBM,2018-09-30,218.78351962497297
IBM,2018-12-31,251.4826507087099
IBM,2019-03-31,245.641487247586
IBM,2019-06-30,195.2169828561019
IBM,2019-09-30,177.1363117867478
IBM,2019-12-31,183.09120977220405
IBM,2020-03-31,196.94075016760385
IBM,2020-06-30,269.1196684447358
IBM,2020-09-30,170.52457528737898
IBM,2020-12-31,157.838505149822
IBM,2021-03-31,163.789262099632
IBM,2021-06-30,152.65559997794696
IBM,2021-09-30,137.23110935437933
IBM,2021-12-31,153.15697024828447
IBM,2022-03-31,186.0510387153533
INTC,2018-03-31,156.41456021894004
INTC,2018-06-30,248.26115765682025
INTC,2018-09-30,231.13068866953537
INTC,2018-12-31,249.2286840775633
INTC,2019-03-31,254.28087553526368
INTC,2019-06-30,226.16734426080097
INTC,2019-09-30,198.91802603097184
INTC,2019-12-31,192.6385389280377
INTC,2020-03-31,225.0844721885979
INTC,2020-06-30,307.3745758078999
INTC,2020-09-30,188.88311037953875
INTC,2020-12-31,177.5201271172787
INTC,2021-03-31,185.9575777382052
INTC,2021-06-30,170.41612366021874
INTC,2021-09-30,139.58672143477844
INTC,2021-12-31,160.3438502946446
INTC,2022-03-31,203.03327589154276
JNJ,2018-03-31,125.82394601917473
JNJ,2018-06-30,183.26119548942825
JNJ,2018-09-30,176.18423325686243
JNJ,2018-12-31,190.57427740882005
JNJ,2019-03-31,199.2221678091561
JNJ,2019-06-30,149.77908770473732
JNJ,2019-09-30,140.0149870711285
JNJ,2019-12-31,140.49170274034762
JNJ,2020-03-31,145.1860347250676
JNJ,2020-06-30,201.6641504230574
JNJ,2020-09-30,101.4782106963651
JNJ,2020-12-31,97.95320038746668
JNJ,2021-03-31,96.84081215938
JNJ,2021-06-30,93.71582743439306
JNJ,2021-09-30,84.97833300096252
JNJ,2021-12-31,96.28535951164427
JNJ,2022-03-31,139.00343751820083
JPM,2018-03-31,168.5642263779193
JPM,2018-06-30,229.26509313254377
JPM,2018-09-30,223.10675252770108
JPM,2018-12-31,235.72530194185617
JPM,2019-03-31,231.1298486241493
JPM,2019-06-30,202.9155194109964
JPM,2019-09-30,181.11574899302957
JPM,2019-12-31,174.43708138139837
JPM,2020-03-31,201.7663774542331
JPM,2020-06-30,307.531972858484
JPM,2020-09-30,188.44644150661208
JPM,2020-12-31,171.76583150206756
JPM,2021-03-31,164.2580597824172
JPM,2021-06-30,145.27325902903667
JPM,2021-09-30,141.90652714440384
JPM,2021-12-31,150.907976855603
JPM,2022-03-31,197.33496185639297
KO,2018-03-31,187.0520327646013
KO,2018-06-30,240.01778159998037
KO,2018-09-30,228.11286153877845
KO,2018-12-31,247.48207621777829
KO,2019-03-31,247.52771926546396
KO,2019-06-30,219.80488323180305
KO,2019-09-30,196.09807085383463
KO,2019-12-31,192.7761293224593
KO,2020-03-31,200.92116241629083
KO,2020-06-30,274.4973801707607
KO,2020-09-30,184.03887790476105
KO,2020-12-31,167.02106418995533
KO,2021-03-31,162.5499181890928
KO,2021-06-30,155.56200589209482
KO,2021-09-30,141.23241812733528
KO,2021-12-31,161.8219930866358
KO,2022-03-31,190.20317579255155
M,2018-03-31,405.01385613496734
M,2018-06-30,585.3747091495147
M,2018-09-30,726.5455997301053
M,2018-12-31,669.1200700593619
M,2019-03-31,653.750187554556
M,2019-06-30,642.391550340463
M,2019-09-30,570.7196741278734
M,2019-12-31,637.5018282781162
M,2020-03-31,726.6508853955246
M,2020-06-30,962.9524517168122
M,2020-09-30,842.4467633909019
M,2020-12-31,731.6081329560077
M,2021-03-31,731.4995718306534
M,2021-06-30,624.955526513341
M,2021-09-30,671.3703188501169
M,2021-12-31,726.6856691729504
M,2022-03-31,635.4692233623284
MCD,2018-03-31,248.46024670389787
MCD,2018-06-30,323.19603224271873
MCD,2018-09-30,297.61000953753575
MCD,2018-12-31,306.67647255461685
MCD,2019-03-31,297.96221162954794
MCD,2019-06-30,275.1082978419694
MCD,2019-09-30,238.2526728103897
MCD,2019-12-31,264.180239281419
MCD,2020-03-31,268.5841163929804
MCD,2020-06-30,369.3687953699894
MCD,2020-09-30,208.54025624243803
MCD,2020-12-31,205.960685072224
MCD,2021-03-31,201.1210903178551
MCD,2021-06-30,208.84356469850408
MCD,2021-09-30,209.0828278211084
MCD,2021-12-31,217.20548460642163
MCD,2022-03-31,254.77863376063704
MRK,2018-03-31,172.40405640388155
MRK,2018-06-30,241.10496132299335
MRK,2018-09-30,219.50379899495047
MRK,2018-12-31,234.59153847348455
MRK,2019-03-31,229.77423957660324
MRK,2019-06-30,200.1755153171327
MRK,2019-09-30,184.08953497314164
MRK,2019-12-31,181.35822403859223
MRK,2020-03-31,194.14055201228547
MRK,2020-06-30,249.25452820652407
MRK,2020-09-30,159.81199368992844
MRK,2020-12-31,140.33528209239049
MRK,2021-03-31,148.0293398788328
MRK,2021-06-30,150.64186431115326
MRK,2021-09-30,134.59310990449586
MRK,2021-12-31,174.00592892239374
MRK,2022-03-31,201.2995439758552
MS,2018-03-31,202.3949432800584
MS,2018-06-30,277.2891630829075
MS,2018-09-30,256.4516968457259
MS,2018-12-31,280.5540498046897
MS,2019-03-31,266.6197430272569
MS,2019-06-30,238.76123903475212
MS,2019-09-30,221.63743548038804
MS,2019-12-31,210.67138917007804
MS,2020-03-31,249.4917958046956
MS,2020-06-30,359.40962444199147
MS,2020-09-30,213.60274497961885
MS,2020-12-31,190.23932213772108
MS,2021-03-31,197.03882367700817
MS,2021-06-30,195.2389324540772
MS,2021-09-30,173.7481483790989
MS,2021-12-31,190.7246344387746
MS,2022-03-31,246.1941386998598
MSFT,2018-03-31,121.59974248348098
MSFT,2018-06-30,195.74320537436827
MSFT,2018-09-30,175.40267160291464
MSFT,2018-12-31,207.97337992614223
MSFT,2019-03-31,207.35591980313524
MSFT,2019-06-30,160.07889625017663
MSFT,2019-09-30,144.39004919293765
MSFT,2019-12-31,132.86422153064075
MSFT,2020-03-31,154.5425731356748
MSFT,2020-06-30,229.29106179763085
MSFT,2020-09-30,122.13039878685206
MSFT,2020-12-31,120.96132700934945
MSFT,2021-03-31,102.6775556546874
MSFT,2021-06-30,106.44314397177486
MSFT,2021-09-30,84.5813025438639
MSFT,2021-12-31,103.91594887565846
MSFT,2022-03-31,156.97515891351003
ORCL,2018-03-31,230.5041584166393
ORCL,2018-06-30,295.11598626439235
ORCL,2018-09-30,285.8954724435548
ORCL,2018-12-31,310.8736531179228
ORCL,2019-03-31,286.8734093066888
ORCL,2019-06-30,234.82666593852196
ORCL,2019-09-30,269.256060340782
ORCL,2019-12-31,266.29490053084726
ORCL,2020-03-31,254.9599002020778
ORCL,2020-06-30,312.23659117139914
ORCL,2020-09-30,213.82578739401043
ORCL,2020-12-31,200.37401030325796
ORCL,2021-03-31,200.99988279751756
ORCL,2021-06-30,209.46068438297084
ORCL,2021-09-30,211.42838708871372
ORCL,2021-12-31,223.99912215889913
ORCL,2022-03-31,264.60933423552956
OXY,2018-03-31,272.5594007485821
OXY,2018-06-30,331.36870909279526
OXY,2018-09-30,346.46833778689506
OXY,2018-12-31,354.0255141131621
OXY,2019-03-31,367.1586532507788
OXY,2019-06-30,311.8025380551714
OXY,2019-09-30,317.5232085807767
OXY,2019-12-31,317.5587548326255
OXY,2020-03-31,380.2073184692534
OXY,2020-06-30,594.0449090684695
OXY,2020-09-30,412.78033190840506
OXY,2020-12-31,346.62201757239194
OXY,2021-03-31,349.9732293917819
OXY,2021-06-30,330.0871456035327
OXY,2021-09-30,306.7516884855792
OXY,2021-12-31,312.8803354150415
OXY,2022-03-31,357.92221780827737
PFE,2018-03-31,167.55465084462486
PFE,2018-06-30,219.32689548536052
PFE,2018-09-30,218.1302683238999
PFE,2018-12-31,242.85385520543588
PFE,2019-03-31,251.18372450027323
PFE,2019-06-30,208.0495137097837
PFE,2019-09-30,193.15972518660865
PFE,2019-12-31,181.58482295015773
PFE,2020-03-31,200.449882687499
PFE,2020-06-30,250.45806460306943
PFE,2020-09-30,175.2307007403131
PFE,2020-12-31,154.91936914899026
PFE,2021-03-31,153.9471638349786
PFE,2021-06-30,140.11724394746878
PFE,2021-09-30,149.8785868350112
PFE,2021-12-31,183.10720313113623
PFE,2022-03-31,220.27459789814603
PG,2018-03-31,150.41239557027325
PG,2018-06-30,204.13061678089895
PG,2018-09-30,200.96695161767707
PG,2018-12-31,228.27999023892536
PG,2019-03-31,222.45158416269055
PG,2019-06-30,183.58995430886267
PG,2019-09-30,168.6957499980752
PG,2019-12-31,166.3397878030877
PG,2020-03-31,181.8769168913413
PG,2020-06-30,237.7895161207172
PG,2020-09-30,128.9235061181195
PG,2020-12-31,122.27373910926838
PG,2021-03-31,122.3470620040402
PG,2021-06-30,129.17645292567929
PG,2021-09-30,114.44174646777398
PG,2021-12-31,126.81077885101789
PG,2022-03-31,167.74110740841283
T,2018-03-31,260.057932205536
T,2018-06-30,331.5598728797016
T,2018-09-30,303.35226896783297
T,2018-12-31,324.8445380598729
T,2019-03-31,322.2727307464829
T,2019-06-30,310.39478185275186
T,2019-09-30,278.1419645827278
T,2019-12-31,279.4722316866993
T,2020-03-31,276.8870044296965
T,2020-06-30,340.8650656419572
T,2020-09-30,254.50498661970695
T,2020-12-31,233.57491660800972
T,2021-03-31,243.15467511506424
T,2021-06-30,237.0211765842392
T,2021-09-30,227.27482987882624
T,2021-12-31,241.9060052789341
T,2022-03-31,307.6406921942826
UAL,2018-03-31,272.6715049905613
UAL,2018-06-30,350.9892533758005
UAL,2018-09-30,361.7187071069543
UAL,2018-12-31,365.9528201459638
UAL,2019-03-31,366.054063683216
UAL,2019-06-30,322.24829120864786
UAL,2019-09-30,345.9698861830726
UAL,2019-12-31,329.5461732031086
UAL,2020-03-31,422.9255986238811
UAL,2020-06-30,806.1633230588279
UAL,2020-09-30,606.322629161471
UAL,2020-12-31,468.5873004270673
UAL,2021-03-31,365.6551612308087
UAL,2021-06-30,373.4396155564128
UAL,2021-09-30,342.0081100122606
UAL,2021-12-31,347.35405068241573
UAL,2022-03-31,409.421237336442
VZ,2018-03-31,248.6947768066558
VZ,2018-06-30,336.7504432387938
VZ,2018-09-30,332.0548138187202
VZ,2018-12-31,341.0198545415539
VZ,2019-03-31,326.33481754256474
VZ,2019-06-30,308.7305473341171
VZ,2019-09-30,277.1162552416993
VZ,2019-12-31,261.4854127634607
VZ,2020-03-31,264.4834273808036
VZ,2020-06-30,319.0389136379561
VZ,2020-09-30,237.57657420984856
VZ,2020-12-31,207.7737330046917
VZ,2021-03-31,228.2560745453769
VZ,2021-06-30,231.1053651809794
VZ,2021-09-30,229.59662048480783
VZ,2021-12-31,238.36946811305936
VZ,2022-03-31,274.7041430725268
WFC,2018-03-31,198.43511470982816
WFC,2018-06-30,266.1174692078852
WFC,2018-09-30,243.05539831261413
WFC,2018-12-31,265.5013928072261
WFC,2019-03-31,267.2452556426776
WFC,2019-06-30,236.86488860241337
WFC,2019-09-30,225.93399021814025
WFC,2019-12-31,212.18581394734187
WFC,2020-03-31,234.94613222442143
WFC,2020-06-30,347.04871422083164
WFC,2020-09-30,249.3387531707504
WFC,2020-12-31,209.53314371322065
WFC,2021-03-31,221.77485842556504
WFC,2021-06-30,205.65031770632748
WFC,2021-09-30,192.9210695567293
WFC,2021-12-31,197.148727873428
WFC,2022-03-31,242.8065358160808
WMT,2018-03-31,155.0164678076899
WMT,2018-06-30,224.66020159659195
WMT,2018-09-30,214.6399767750568
WMT,2018-12-31,226.29844640965763
WMT,2019-03-31,216.65883633149832
WMT,2019-06-30,187.11471680377792
WMT,2019-09-30,164.0724526871097
WMT,2019-12-31,154.55050505713413
WMT,2020-03-31,169.36073403506214
WMT,2020-06-30,226.55719847865183
WMT,2020-09-30,143.3760838091541
WMT,2020-12-31,134.05437381529077
WMT,2021-03-31,130.32141306056155
WMT,2021-06-30,125.7420997044107
WMT,2021-09-30,117.00975205499977
WMT,2021-12-31,132.04576704899824
WMT,2022-03-31,169.3953475406251
XOM,2018-03-31,185.5533945137547
XOM,2018-06-30,243.23396942836808
XOM,2018-09-30,239.1958742186879
XOM,2018-12-31,249.18587772611488
XOM,2019-03-31,250.38420730049728
XOM,2019-06-30,214.03916319255052
XOM,2019-09-30,204.53028570143132
XOM,2019-12-31,198.3717835639565
XOM,2020-03-31,218.08356380012475
XOM,2020-06-30,306.53423293815274
XOM,2020-09-30,208.850978365026
XOM,2020-12-31,194.89654171166663
XOM,2021-03-31,201.85598989834136
XOM,2021-06-30,182.1486016982075
XOM,2021-09-30,170.79384604588847
XOM,2021-12-31,179.19549262538362
XOM,2022-03-31,218.3180499867278
